timestamp,air_temperature_C,air_humidity_pct,vpd_kpa,algorithm_version,scenario_id
2026-05-01T05:07:00Z,19.9,62.57,0.87,v1_fao_air_temp_rh,1
2026-05-01T05:08:00Z,19.72,64.53,0.815,v1_fao_air_temp_rh,1
2026-05-01T05:09:00Z,19.51,63.79,0.821,v1_fao_air_temp_rh,1
2026-05-01T05:10:00Z,19.97,61.22,0.905,v1_fao_air_temp_rh,1
2026-05-01T05:11:00Z,19.37,62.96,0.833,v1_fao_air_temp_rh,1
2026-05-01T05:12:00Z,19.48,63.54,0.825,v1_fao_air_temp_rh,1
2026-05-01T05:13:00Z,19.65,61.97,0.87,v1_fao_air_temp_rh,1
2026-05-01T05:14:00Z,19.85,62.62,0.866,v1_fao_air_temp_rh,1
2026-05-01T05:15:00Z,19.84,62.27,0.874,v1_fao_air_temp_rh,1
2026-05-01T05:16:00Z,19.92,62.73,0.867,v1_fao_air_temp_rh,1
2026-05-01T05:17:00Z,19.8,62.44,0.868,v1_fao_air_temp_rh,1
2026-05-01T05:18:00Z,19.51,63.22,0.834,v1_fao_air_temp_rh,1
2026-05-01T05:19:00Z,19.92,62.84,0.865,v1_fao_air_temp_rh,1
2026-05-01T05:20:00Z,20.18,63.41,0.865,v1_fao_air_temp_rh,1
2026-05-01T05:21:00Z,19.77,61.99,0.876,v1_fao_air_temp_rh,1
2026-05-01T05:22:00Z,19.67,63.68,0.832,v1_fao_air_temp_rh,1
