timestamp,zone,scenario_id,scenario_name,air_temperature_C,air_humidity_pct,co2_ppm,ppfd_umol_m2_s,substrate_moisture_pct,vpd_kpa,dli_increment_mol_m2,quality_flag,in_target_range,latency_sec
2026-05-01T00:30:00Z,zone1,1,normal,18.97,66.57,640.9,0.0,34.39,0.733,0.000000,ok,1,0.625
2026-05-01T00:31:00Z,zone1,1,normal,18.91,66.72,692.9,0.0,34.10,0.727,0.000000,ok,1,1.352
2026-05-01T00:32:00Z,zone1,1,normal,19.18,67.00,665.0,0.0,34.27,0.733,0.000000,ok,1,1.327
2026-05-01T00:33:00Z,zone1,1,normal,19.31,66.83,616.5,0.0,34.34,0.743,0.000000,ok,1,0.88
2026-05-01T00:34:00Z,zone1,1,normal,18.87,65.92,646.8,0.0,34.49,0.743,0.000000,ok,1,1.638
2026-05-01T00:35:00Z,zone1,1,normal,18.89,65.96,629.0,0.0,34.54,0.743,0.000000,ok,1,1.48
2026-05-01T00:36:00Z,zone1,1,normal,19.17,67.57,647.7,0.0,34.64,0.720,0.000000,ok,1,1.39
2026-05-01T00:37:00Z,zone1,1,normal,18.97,67.57,661.8,0.0,34.50,0.711,0.000000,ok,1,0.866
2026-05-01T00:38:00Z,zone1,1,normal,19.06,68.12,669.7,0.0,33.98,0.703,0.000000,ok,1,1.093
2026-05-01T00:39:00Z,zone1,1,normal,19.24,65.55,613.5,0.0,33.84,0.769,0.000000,ok,1,1.575
2026-05-01T00:40:00Z,zone1,1,normal,18.88,65.07,652.5,0.0,34.48,0.762,0.000000,ok,1,0.708
2026-05-01T00:41:00Z,zone1,1,normal,19.06,67.43,645.7,0.0,34.20,0.719,0.000000,ok,1,1.339
2026-05-01T00:42:00Z,zone1,1,normal,18.71,66.59,651.8,0.0,34.28,0.721,0.000000,ok,1,1.126
2026-05-01T00:43:00Z,zone1,1,normal,19.41,66.51,640.6,0.0,34.22,0.755,0.000000,ok,1,1.658
2026-05-01T00:44:00Z,zone1,1,normal,19.08,66.52,676.2,0.0,34.66,0.740,0.000000,ok,1,2.046
2026-05-01T00:45:00Z,zone1,1,normal,19.22,65.68,653.4,0.0,34.51,0.765,0.000000,ok,1,1.625
2026-05-01T00:46:00Z,zone1,1,normal,19.10,66.80,654.8,0.0,33.83,0.734,0.000000,ok,1,1.035
2026-05-01T00:47:00Z,zone1,1,normal,19.34,67.80,676.2,0.0,33.83,0.723,0.000000,ok,1,1.548
2026-05-01T00:48:00Z,zone1,1,normal,19.12,66.14,670.0,0.0,34.01,0.750,0.000000,ok,1,0.484
2026-05-01T00:49:00Z,zone1,1,normal,18.97,66.60,652.7,0.0,34.22,0.732,0.000000,ok,1,0.561
2026-05-01T00:50:00Z,zone1,1,normal,19.26,66.33,640.4,0.0,34.20,0.752,0.000000,ok,1,1.751
2026-05-01T00:51:00Z,zone1,1,normal,19.27,66.91,648.4,0.0,34.18,0.739,0.000000,ok,1,1.367
2026-05-01T00:52:00Z,zone1,1,normal,18.94,67.04,649.7,0.0,34.86,0.721,0.000000,ok,1,1.303
2026-05-01T00:53:00Z,zone1,1,normal,19.11,65.39,646.8,0.0,34.51,0.766,0.000000,ok,1,1.39
2026-05-01T00:54:00Z,zone1,1,normal,18.98,67.68,648.4,0.0,34.20,0.709,0.000000,ok,1,0.989
2026-05-01T00:55:00Z,zone1,1,normal,19.00,66.76,662.0,0.0,34.64,0.730,0.000000,ok,1,2.251
2026-05-01T00:56:00Z,zone1,1,normal,19.05,67.26,663.6,0.0,34.44,0.722,0.000000,ok,1,1.086
2026-05-01T00:57:00Z,zone1,1,normal,19.01,65.77,641.8,0.0,34.51,0.753,0.000000,ok,1,1.02
2026-05-01T00:58:00Z,zone1,1,normal,19.16,66.00,667.3,0.0,34.62,0.755,0.000000,ok,1,1.353
2026-05-01T00:59:00Z,zone1,1,normal,19.25,65.35,647.0,0.0,34.27,0.773,0.000000,ok,1,0.896
2026-05-01T01:00:00Z,zone1,1,normal,19.17,66.18,633.8,0.0,34.66,0.751,0.000000,ok,1,0.656
2026-05-01T01:01:00Z,zone1,1,normal,18.99,66.42,651.3,0.0,34.43,0.737,0.000000,ok,1,2.311
2026-05-01T01:02:00Z,zone1,1,normal,19.28,66.85,669.4,0.0,35.09,0.741,0.000000,ok,1,1.214
2026-05-01T01:03:00Z,zone1,1,normal,19.13,67.75,626.7,0.0,34.60,0.714,0.000000,ok,1,3.779
2026-05-01T01:04:00Z,zone1,1,normal,19.33,65.78,649.4,0.0,34.14,0.768,0.000000,ok,1,1.861
2026-05-01T01:05:00Z,zone1,1,normal,19.37,65.69,641.6,0.0,34.51,0.772,0.000000,ok,1,0.789
2026-05-01T01:06:00Z,zone1,1,normal,19.16,65.53,644.9,0.0,34.32,0.765,0.000000,ok,1,0.841
2026-05-01T01:07:00Z,zone1,1,normal,19.12,66.97,645.6,0.0,34.44,0.731,0.000000,ok,1,0.708
2026-05-01T01:08:00Z,zone1,1,normal,19.12,66.11,638.1,0.0,34.68,0.750,0.000000,ok,1,1.126
2026-05-01T01:09:00Z,zone1,1,normal,18.80,67.08,634.0,0.0,34.27,0.714,0.000000,ok,1,0.836
2026-05-01T01:10:00Z,zone1,1,normal,19.41,64.96,632.5,0.0,34.72,0.790,0.000000,ok,1,1.287
2026-05-01T01:11:00Z,zone1,1,normal,19.17,66.82,651.1,0.0,34.52,0.737,0.000000,ok,1,0.883
2026-05-01T01:12:00Z,zone1,1,normal,19.05,66.57,647.0,0.0,34.53,0.737,0.000000,ok,1,1.294
2026-05-01T01:13:00Z,zone1,1,normal,18.96,66.89,676.1,0.0,34.57,0.726,0.000000,ok,1,0.799
2026-05-01T01:14:00Z,zone1,1,normal,19.31,66.54,658.3,0.0,34.75,0.750,0.000000,ok,1,1.545
2026-05-01T01:15:00Z,zone1,1,normal,19.15,65.00,655.3,0.0,34.63,0.776,0.000000,ok,1,1.812
2026-05-01T01:16:00Z,zone1,1,normal,18.98,65.36,665.1,0.0,34.45,0.760,0.000000,ok,1,0.609
2026-05-01T01:17:00Z,zone1,1,normal,19.04,66.11,647.8,0.0,34.06,0.747,0.000000,ok,1,0.722
2026-05-01T01:18:00Z,zone1,1,normal,19.15,65.96,672.4,0.0,33.86,0.755,0.000000,ok,1,0.846
2026-05-01T01:19:00Z,zone1,1,normal,19.33,66.11,655.0,0.0,34.42,0.760,0.000000,ok,1,1.631
2026-05-01T01:20:00Z,zone1,1,normal,19.40,67.01,668.5,0.0,34.22,0.743,0.000000,ok,1,1.556
2026-05-01T01:21:00Z,zone1,1,normal,19.00,66.58,643.0,0.0,34.52,0.735,0.000000,ok,1,1.93
2026-05-01T01:22:00Z,zone1,1,normal,19.11,65.55,653.0,0.0,33.81,0.762,0.000000,ok,1,0.584
2026-05-01T01:23:00Z,zone1,1,normal,18.96,66.08,634.8,0.0,34.72,0.744,0.000000,ok,1,0.47
2026-05-01T01:24:00Z,zone1,1,normal,19.20,66.00,665.7,0.0,34.40,0.757,0.000000,ok,1,1.136
2026-05-01T01:25:00Z,zone1,1,normal,19.13,66.37,663.3,0.0,34.40,0.745,0.000000,ok,1,0.51
2026-05-01T01:26:00Z,zone1,1,normal,18.98,67.47,654.2,0.0,34.34,0.714,0.000000,ok,1,1.166
2026-05-01T01:27:00Z,zone1,1,normal,19.08,65.31,631.5,0.0,34.58,0.766,0.000000,ok,1,0.877
2026-05-01T01:28:00Z,zone1,1,normal,19.13,65.67,643.5,0.0,34.40,0.760,0.000000,ok,1,1.239
2026-05-01T01:29:00Z,zone1,1,normal,19.18,65.59,655.0,0.0,34.35,0.764,0.000000,ok,1,1.013
2026-05-01T01:30:00Z,zone1,1,normal,19.22,66.55,634.0,0.0,34.46,0.745,0.000000,ok,1,0.943
2026-05-01T01:31:00Z,zone1,1,normal,18.90,66.32,677.1,0.0,34.52,0.735,0.000000,ok,1,1.038
2026-05-01T01:32:00Z,zone1,1,normal,19.23,66.67,660.3,0.0,34.61,0.743,0.000000,ok,1,1.234
2026-05-01T01:33:00Z,zone1,1,normal,19.41,66.05,656.9,0.0,34.44,0.765,0.000000,ok,1,1.853
2026-05-01T01:34:00Z,zone1,1,normal,19.36,65.53,643.8,0.0,34.64,0.774,0.000000,ok,1,1.993
2026-05-01T01:35:00Z,zone1,1,normal,19.27,65.54,678.7,0.0,34.76,0.770,0.000000,ok,1,1.267
2026-05-01T01:36:00Z,zone1,1,normal,19.29,66.16,661.9,0.0,34.21,0.757,0.000000,ok,1,1.503
2026-05-01T01:37:00Z,zone1,1,normal,19.00,66.06,632.4,0.0,34.79,0.746,0.000000,ok,1,1.446
2026-05-01T01:38:00Z,zone1,1,normal,19.17,64.46,663.2,0.0,34.78,0.789,0.000000,ok,1,1.345
2026-05-01T01:39:00Z,zone1,1,normal,19.23,66.40,677.1,0.0,34.60,0.749,0.000000,ok,1,1.299
2026-05-01T01:40:00Z,zone1,1,normal,19.24,67.23,656.1,0.0,34.31,0.731,0.000000,ok,1,1.903
2026-05-01T01:41:00Z,zone1,1,normal,18.98,64.75,644.4,0.0,34.76,0.774,0.000000,ok,1,3.159
2026-05-01T01:42:00Z,zone1,1,normal,19.24,65.89,667.9,0.0,34.81,0.761,0.000000,ok,1,1.698
2026-05-01T01:43:00Z,zone1,1,normal,19.19,66.47,652.8,0.0,34.21,0.746,0.000000,ok,1,2.043
2026-05-01T01:44:00Z,zone1,1,normal,19.14,66.13,677.3,0.0,34.69,0.751,0.000000,ok,1,1.041
2026-05-01T01:45:00Z,zone1,1,normal,19.60,67.08,672.1,0.0,34.30,0.751,0.000000,ok,1,1.383
2026-05-01T01:46:00Z,zone1,1,normal,19.51,66.39,640.8,0.0,34.70,0.762,0.000000,ok,1,1.628
2026-05-01T01:47:00Z,zone1,1,normal,19.00,65.58,655.9,0.0,34.63,0.756,0.000000,ok,1,1.046
2026-05-01T01:48:00Z,zone1,1,normal,19.05,64.87,651.6,0.0,35.01,0.774,0.000000,ok,1,1.824
2026-05-01T01:49:00Z,zone1,1,normal,19.07,66.24,645.2,0.0,35.30,0.745,0.000000,ok,1,1.066
2026-05-01T01:50:00Z,zone1,1,normal,19.49,65.98,648.2,0.0,34.56,0.771,0.000000,ok,1,0.894
2026-05-01T01:51:00Z,zone1,1,normal,19.24,65.07,663.9,0.0,34.45,0.779,0.000000,ok,1,1.806
2026-05-01T01:52:00Z,zone1,1,normal,18.97,66.45,692.7,0.0,35.16,0.736,0.000000,ok,1,1.308
2026-05-01T01:53:00Z,zone1,1,normal,19.36,66.78,657.5,0.0,34.61,0.747,0.000000,ok,1,1.169
2026-05-01T01:54:00Z,zone1,1,normal,19.34,65.31,660.2,0.0,34.32,0.779,0.000000,ok,1,0.527
2026-05-01T01:55:00Z,zone1,1,normal,19.37,65.95,650.2,0.0,34.57,0.766,0.000000,ok,1,2.009
2026-05-01T01:56:00Z,zone1,1,normal,19.50,65.05,660.0,0.0,35.14,0.792,0.000000,ok,1,0.552
2026-05-01T01:57:00Z,zone1,1,normal,18.91,65.94,662.0,0.0,34.89,0.744,0.000000,ok,1,1.191
2026-05-01T01:58:00Z,zone1,1,normal,19.08,65.84,647.0,0.0,34.55,0.754,0.000000,ok,1,1.153
2026-05-01T01:59:00Z,zone1,1,normal,19.35,66.99,655.1,0.0,34.58,0.741,0.000000,ok,1,1.975
2026-05-01T02:00:00Z,zone1,1,normal,19.31,65.33,650.0,0.0,34.23,0.777,0.000000,ok,1,2.126
2026-05-01T02:01:00Z,zone1,1,normal,19.46,66.16,639.1,0.0,34.37,0.765,0.000000,ok,1,1.793
2026-05-01T02:02:00Z,zone1,1,normal,19.06,65.83,662.2,0.0,34.39,0.754,0.000000,ok,1,1.339
2026-05-01T02:03:00Z,zone1,1,normal,18.79,66.30,652.9,0.0,35.05,0.731,0.000000,ok,1,2.202
2026-05-01T02:04:00Z,zone1,1,normal,19.47,64.83,655.7,0.0,34.85,0.796,0.000000,ok,1,2.071
2026-05-01T02:05:00Z,zone1,1,normal,19.29,65.79,684.7,0.0,34.85,0.766,0.000000,ok,1,1.559
2026-05-01T02:06:00Z,zone1,1,normal,19.47,66.50,676.9,0.0,34.47,0.758,0.000000,ok,1,0.984
2026-05-01T02:07:00Z,zone1,1,normal,19.40,66.59,641.5,0.0,34.49,0.753,0.000000,ok,1,2.155
2026-05-01T02:08:00Z,zone1,1,normal,19.30,67.45,676.4,0.0,34.94,0.729,0.000000,ok,1,0.984
2026-05-01T02:09:00Z,zone1,1,normal,19.60,65.97,684.6,0.0,34.46,0.776,0.000000,ok,1,0.831
2026-05-01T02:10:00Z,zone1,1,normal,19.15,66.65,656.3,0.0,34.48,0.740,0.000000,ok,1,0.895
2026-05-01T02:11:00Z,zone1,1,normal,19.15,65.93,649.0,0.0,34.55,0.756,0.000000,ok,1,0.878
2026-05-01T02:12:00Z,zone1,1,normal,19.17,64.80,686.4,0.0,34.83,0.782,0.000000,ok,1,1.176
2026-05-01T02:13:00Z,zone1,1,normal,19.22,67.08,656.1,0.0,34.55,0.733,0.000000,ok,1,1.49
2026-05-01T02:14:00Z,zone1,1,normal,19.17,64.83,651.8,0.0,34.27,0.781,0.000000,ok,1,2.663
2026-05-01T02:15:00Z,zone1,1,normal,19.20,65.35,649.1,0.0,34.85,0.771,0.000000,ok,1,1.399
2026-05-01T02:16:00Z,zone1,1,normal,19.21,66.93,671.3,0.0,34.86,0.736,0.000000,ok,1,2.752
2026-05-01T02:17:00Z,zone1,1,normal,18.91,65.51,673.5,0.0,34.54,0.753,0.000000,ok,1,1.748
2026-05-01T02:18:00Z,zone1,1,normal,19.41,64.71,664.1,0.0,34.85,0.795,0.000000,ok,1,0.817
2026-05-01T02:19:00Z,zone1,1,normal,19.53,65.86,646.7,0.0,34.85,0.775,0.000000,ok,1,1.539
2026-05-01T02:20:00Z,zone1,1,normal,19.50,64.28,677.0,0.0,34.86,0.810,0.000000,ok,1,1.854
2026-05-01T02:21:00Z,zone1,1,normal,19.32,66.02,683.4,0.0,34.19,0.762,0.000000,ok,1,0.982
2026-05-01T02:22:00Z,zone1,1,normal,19.59,67.06,663.0,0.0,35.05,0.751,0.000000,ok,1,0.804
2026-05-01T02:23:00Z,zone1,1,normal,19.18,64.73,683.8,0.0,34.65,0.784,0.000000,ok,1,1.425
2026-05-01T02:24:00Z,zone1,1,normal,19.25,65.90,653.9,0.0,34.77,0.761,0.000000,ok,1,1.044
2026-05-01T02:25:00Z,zone1,1,normal,19.66,65.30,687.9,0.0,35.00,0.794,0.000000,ok,1,4.004
2026-05-01T02:26:00Z,zone1,1,normal,19.21,66.26,672.4,0.0,34.89,0.751,0.000000,ok,1,1.76
2026-05-01T02:27:00Z,zone1,1,normal,19.19,64.85,667.3,0.0,34.73,0.782,0.000000,ok,1,1.507
2026-05-01T02:28:00Z,zone1,1,normal,19.49,66.34,693.2,0.0,34.96,0.763,0.000000,ok,1,0.959
2026-05-01T02:29:00Z,zone1,1,normal,19.44,65.23,689.5,0.0,35.25,0.785,0.000000,ok,1,0.939
2026-05-01T02:30:00Z,zone1,1,normal,19.34,66.11,668.6,0.0,34.71,0.761,0.000000,ok,1,0.951
2026-05-01T02:31:00Z,zone1,1,normal,19.37,65.87,669.6,0.0,34.43,0.767,0.000000,ok,1,1.59
2026-05-01T02:32:00Z,zone1,1,normal,19.38,64.83,684.5,0.0,34.98,0.791,0.000000,ok,1,1.229
2026-05-01T02:33:00Z,zone1,1,normal,19.41,65.59,655.9,0.0,34.81,0.776,0.000000,ok,1,1.494
2026-05-01T02:34:00Z,zone1,1,normal,19.41,65.48,689.1,0.0,34.97,0.778,0.000000,ok,1,0.837
2026-05-01T02:35:00Z,zone1,1,normal,19.20,64.96,649.3,0.0,35.59,0.780,0.000000,ok,1,1.241
2026-05-01T02:36:00Z,zone1,1,normal,19.29,65.41,662.8,0.0,34.26,0.774,0.000000,ok,1,1.776
2026-05-01T02:37:00Z,zone1,1,normal,19.34,65.12,661.4,0.0,34.85,0.783,0.000000,ok,1,1.005
2026-05-01T02:38:00Z,zone1,1,normal,19.29,65.74,652.0,0.0,34.98,0.767,0.000000,ok,1,1.098
2026-05-01T02:39:00Z,zone1,1,normal,19.42,65.45,675.3,0.0,34.69,0.779,0.000000,ok,1,1.83
2026-05-01T02:40:00Z,zone1,1,normal,19.17,65.10,668.6,0.0,34.92,0.775,0.000000,ok,1,0.923
2026-05-01T02:41:00Z,zone1,1,normal,19.37,64.14,665.3,0.0,34.08,0.807,0.000000,ok,1,1.317
2026-05-01T02:42:00Z,zone1,1,normal,19.26,65.31,666.7,0.0,34.64,0.775,0.000000,ok,1,0.858
2026-05-01T02:43:00Z,zone1,1,normal,19.08,64.95,695.7,0.0,34.18,0.774,0.000000,ok,1,1.968
2026-05-01T02:44:00Z,zone1,1,normal,19.35,65.38,698.4,0.0,34.58,0.777,0.000000,ok,1,1.012
2026-05-01T02:45:00Z,zone1,1,normal,19.34,64.92,672.3,0.0,34.84,0.787,0.000000,ok,1,2.003
2026-05-01T02:46:00Z,zone1,1,normal,19.31,65.71,670.8,0.0,34.76,0.768,0.000000,ok,1,1.449
2026-05-01T02:47:00Z,zone1,1,normal,19.25,65.78,657.1,0.0,35.15,0.764,0.000000,ok,1,1.762
2026-05-01T02:48:00Z,zone1,1,normal,19.44,65.58,685.1,0.0,35.15,0.777,0.000000,ok,1,1.385
2026-05-01T02:49:00Z,zone1,1,normal,19.29,64.76,662.7,0.0,34.90,0.789,0.000000,ok,1,1.426
2026-05-01T02:50:00Z,zone1,1,normal,19.27,65.68,666.5,0.0,34.54,0.767,0.000000,ok,1,1.333
2026-05-01T02:51:00Z,zone1,1,normal,19.21,66.01,686.9,0.0,34.84,0.757,0.000000,ok,1,0.982
2026-05-01T02:52:00Z,zone1,1,normal,19.40,66.04,699.3,0.0,34.86,0.765,0.000000,ok,1,0.876
2026-05-01T02:53:00Z,zone1,1,normal,19.35,64.61,688.2,0.0,34.40,0.795,0.000000,ok,1,1.335
2026-05-01T02:54:00Z,zone1,1,normal,19.36,64.69,677.1,0.0,34.88,0.794,0.000000,ok,1,0.707
2026-05-01T02:55:00Z,zone1,1,normal,19.16,64.49,680.6,0.0,34.78,0.788,0.000000,ok,1,1.577
2026-05-01T02:56:00Z,zone1,1,normal,19.23,64.92,664.9,0.0,34.99,0.782,0.000000,ok,1,1.039
2026-05-01T02:57:00Z,zone1,1,normal,19.53,66.08,688.8,0.0,35.07,0.771,0.000000,ok,1,1.745
2026-05-01T02:58:00Z,zone1,1,normal,19.38,64.06,679.8,0.0,34.66,0.809,0.000000,ok,1,0.921
2026-05-01T02:59:00Z,zone1,1,normal,19.19,64.62,670.4,0.0,34.71,0.787,0.000000,ok,1,1.659
2026-05-01T03:00:00Z,zone1,1,normal,19.44,64.14,642.2,0.0,35.06,0.810,0.000000,ok,1,1.334
2026-05-01T03:01:00Z,zone1,1,normal,19.18,64.32,668.7,0.0,34.74,0.793,0.000000,ok,1,0.754
2026-05-01T03:02:00Z,zone1,1,normal,19.39,65.82,691.6,0.0,34.98,0.770,0.000000,ok,1,0.975
2026-05-01T03:03:00Z,zone1,1,normal,19.76,65.74,701.6,0.0,35.12,0.790,0.000000,ok,1,2.088
2026-05-01T03:04:00Z,zone1,1,normal,19.25,65.23,650.1,0.0,34.70,0.776,0.000000,ok,1,1.848
2026-05-01T03:05:00Z,zone1,1,normal,19.55,64.31,667.9,0.0,35.16,0.812,0.000000,ok,1,0.864
2026-05-01T03:06:00Z,zone1,1,normal,19.35,65.23,675.7,0.0,35.17,0.781,0.000000,ok,1,1.112
2026-05-01T03:07:00Z,zone1,1,normal,19.56,65.80,672.5,0.0,35.16,0.778,0.000000,ok,1,0.943
2026-05-01T03:08:00Z,zone1,1,normal,19.53,64.24,681.9,0.0,34.93,0.812,0.000000,ok,1,1.394
2026-05-01T03:09:00Z,zone1,1,normal,19.43,64.20,701.3,0.0,34.56,0.808,0.000000,ok,1,0.944
2026-05-01T03:10:00Z,zone1,1,normal,19.58,65.70,698.9,0.0,34.80,0.781,0.000000,ok,1,1.022
2026-05-01T03:11:00Z,zone1,1,normal,19.62,64.95,657.3,0.0,35.23,0.800,0.000000,ok,1,2.122
2026-05-01T03:12:00Z,zone1,1,normal,19.62,64.16,669.2,0.0,34.57,0.818,0.000000,ok,1,1.397
2026-05-01T03:13:00Z,zone1,1,normal,19.38,65.66,681.1,0.0,35.07,0.773,0.000000,ok,1,2.025
2026-05-01T03:14:00Z,zone1,1,normal,19.51,65.52,702.4,0.0,35.15,0.782,0.000000,ok,1,0.79
2026-05-01T03:15:00Z,zone1,1,normal,19.50,64.76,670.6,0.0,35.01,0.799,0.000000,ok,1,1.499
2026-05-01T03:16:00Z,zone1,1,normal,19.33,65.39,672.2,0.0,34.71,0.776,0.000000,ok,1,1.145
2026-05-01T03:17:00Z,zone1,1,normal,19.50,64.34,664.7,0.0,34.85,0.808,0.000000,ok,1,1.701
2026-05-01T03:18:00Z,zone1,1,normal,19.59,64.51,718.3,0.0,34.64,0.809,0.000000,ok,1,1.162
2026-05-01T03:19:00Z,zone1,1,normal,19.35,65.65,704.6,0.0,34.80,0.771,0.000000,ok,1,1.48
2026-05-01T03:20:00Z,zone1,1,normal,19.51,66.06,691.1,0.0,34.66,0.770,0.000000,ok,1,1.612
2026-05-01T03:21:00Z,zone1,1,normal,19.53,64.49,684.9,0.0,34.82,0.806,0.000000,ok,1,0.596
2026-05-01T03:22:00Z,zone1,1,normal,19.55,65.78,676.0,0.0,34.97,0.778,0.000000,ok,1,0.7
2026-05-01T03:23:00Z,zone1,1,normal,19.58,67.26,675.7,0.0,34.96,0.746,0.000000,ok,1,1.848
2026-05-01T03:24:00Z,zone1,1,normal,19.62,65.44,689.5,0.0,34.54,0.789,0.000000,ok,1,0.575
2026-05-01T03:25:00Z,zone1,1,normal,19.51,65.01,688.6,0.0,35.02,0.793,0.000000,ok,1,1.874
2026-05-01T03:26:00Z,zone1,1,normal,19.50,64.12,688.1,0.0,35.07,0.813,0.000000,ok,1,1.059
2026-05-01T03:27:00Z,zone1,1,normal,19.26,65.56,671.8,0.0,34.96,0.769,0.000000,ok,1,2.194
2026-05-01T03:28:00Z,zone1,1,normal,19.76,65.03,679.4,0.0,35.08,0.805,0.000000,ok,1,1.075
2026-05-01T03:29:00Z,zone1,1,normal,19.56,65.65,675.8,0.0,34.83,0.781,0.000000,ok,1,1.239
2026-05-01T03:30:00Z,zone1,1,normal,19.78,64.85,666.2,0.0,35.13,0.811,0.000000,ok,1,1.563
2026-05-01T03:31:00Z,zone1,1,normal,19.53,63.92,682.7,0.0,34.48,0.819,0.000000,ok,1,1.08
2026-05-01T03:32:00Z,zone1,1,normal,19.24,64.52,691.3,0.0,35.37,0.791,0.000000,ok,1,1.119
2026-05-01T03:33:00Z,zone1,1,normal,19.34,63.93,703.6,0.0,35.13,0.809,0.000000,ok,1,1.158
2026-05-01T03:34:00Z,zone1,1,normal,19.68,64.99,713.5,0.0,35.11,0.802,0.000000,ok,1,2.805
2026-05-01T03:35:00Z,zone1,1,normal,19.44,64.70,680.2,0.0,34.76,0.797,0.000000,ok,1,0.811
2026-05-01T03:36:00Z,zone1,1,normal,19.68,64.36,690.3,0.0,35.14,0.817,0.000000,ok,1,1.766
2026-05-01T03:37:00Z,zone1,1,normal,19.79,64.68,646.2,0.0,34.96,0.815,0.000000,ok,1,1.272
2026-05-01T03:38:00Z,zone1,1,normal,19.57,64.52,658.1,0.0,34.64,0.808,0.000000,ok,1,1.249
2026-05-01T03:39:00Z,zone1,1,normal,19.82,65.28,673.4,0.0,35.31,0.803,0.000000,ok,1,1.04
2026-05-01T03:40:00Z,zone1,1,normal,19.56,64.94,690.2,0.0,34.77,0.798,0.000000,ok,1,0.594
2026-05-01T03:41:00Z,zone1,1,normal,19.38,65.71,664.9,0.0,34.33,0.771,0.000000,ok,1,0.695
