timestamp,sensor_id,zone,parameter,value,unit,quality_flag,source_type,scenario_id
2026-05-01T00:04:00Z,sht41-01,zone1,air_humidity,65.83,%,ok,emulated,1
2026-05-01T00:04:00Z,scd41-01,zone1,co2,626.6,ppm,ok,emulated,1
2026-05-01T00:04:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:04:00Z,teros12-01,zone1,substrate_moisture,34.09,%,ok,emulated,1
2026-05-01T00:05:00Z,sht41-01,zone1,air_temperature,19.0,C,ok,emulated,1
2026-05-01T00:05:00Z,sht41-01,zone1,air_humidity,64.94,%,ok,emulated,1
2026-05-01T00:05:00Z,scd41-01,zone1,co2,581.9,ppm,ok,emulated,1
2026-05-01T00:05:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:05:00Z,teros12-01,zone1,substrate_moisture,33.85,%,ok,emulated,1
2026-05-01T00:06:00Z,sht41-01,zone1,air_temperature,19.02,C,ok,emulated,1
2026-05-01T00:06:00Z,sht41-01,zone1,air_humidity,65.15,%,ok,emulated,1
2026-05-01T00:06:00Z,scd41-01,zone1,co2,634.2,ppm,ok,emulated,1
2026-05-01T00:06:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:06:00Z,teros12-01,zone1,substrate_moisture,33.74,%,ok,emulated,1
2026-05-01T00:07:00Z,sht41-01,zone1,air_temperature,18.92,C,ok,emulated,1
2026-05-01T00:07:00Z,sht41-01,zone1,air_humidity,66.57,%,ok,emulated,1
2026-05-01T00:07:00Z,scd41-01,zone1,co2,631.3,ppm,ok,emulated,1
2026-05-01T00:07:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:07:00Z,teros12-01,zone1,substrate_moisture,34.13,%,ok,emulated,1
2026-05-01T00:08:00Z,sht41-01,zone1,air_temperature,18.79,C,ok,emulated,1
2026-05-01T00:08:00Z,sht41-01,zone1,air_humidity,65.5,%,ok,emulated,1
2026-05-01T00:08:00Z,scd41-01,zone1,co2,614.9,ppm,ok,emulated,1
2026-05-01T00:08:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:08:00Z,teros12-01,zone1,substrate_moisture,34.17,%,ok,emulated,1
2026-05-01T00:09:00Z,sht41-01,zone1,air_temperature,19.04,C,ok,emulated,1
2026-05-01T00:09:00Z,sht41-01,zone1,air_humidity,66.99,%,ok,emulated,1
2026-05-01T00:09:00Z,scd41-01,zone1,co2,629.7,ppm,ok,emulated,1
2026-05-01T00:09:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:09:00Z,teros12-01,zone1,substrate_moisture,34.27,%,ok,emulated,1
2026-05-01T00:10:00Z,sht41-01,zone1,air_temperature,19.07,C,ok,emulated,1
2026-05-01T00:10:00Z,sht41-01,zone1,air_humidity,64.99,%,ok,emulated,1
2026-05-01T00:10:00Z,scd41-01,zone1,co2,622.9,ppm,ok,emulated,1
2026-05-01T00:10:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:10:00Z,teros12-01,zone1,substrate_moisture,34.11,%,ok,emulated,1
2026-05-01T00:11:00Z,sht41-01,zone1,air_temperature,19.01,C,ok,emulated,1
2026-05-01T00:11:00Z,sht41-01,zone1,air_humidity,67.62,%,ok,emulated,1
2026-05-01T00:11:00Z,scd41-01,zone1,co2,631.9,ppm,ok,emulated,1
2026-05-01T00:11:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:11:00Z,teros12-01,zone1,substrate_moisture,33.87,%,ok,emulated,1
2026-05-01T00:12:00Z,sht41-01,zone1,air_temperature,19.07,C,ok,emulated,1
2026-05-01T00:12:00Z,sht41-01,zone1,air_humidity,65.6,%,ok,emulated,1
2026-05-01T00:12:00Z,scd41-01,zone1,co2,621.8,ppm,ok,emulated,1
2026-05-01T00:12:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:12:00Z,teros12-01,zone1,substrate_moisture,34.26,%,ok,emulated,1
2026-05-01T00:13:00Z,sht41-01,zone1,air_temperature,18.57,C,ok,emulated,1
2026-05-01T00:13:00Z,sht41-01,zone1,air_humidity,65.24,%,ok,emulated,1
2026-05-01T00:13:00Z,scd41-01,zone1,co2,614.6,ppm,ok,emulated,1
2026-05-01T00:13:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:13:00Z,teros12-01,zone1,substrate_moisture,34.17,%,ok,emulated,1
2026-05-01T00:14:00Z,sht41-01,zone1,air_temperature,18.95,C,ok,emulated,1
2026-05-01T00:14:00Z,sht41-01,zone1,air_humidity,65.28,%,ok,emulated,1
2026-05-01T00:14:00Z,scd41-01,zone1,co2,636.9,ppm,ok,emulated,1
2026-05-01T00:14:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:14:00Z,teros12-01,zone1,substrate_moisture,34.16,%,ok,emulated,1
2026-05-01T00:15:00Z,sht41-01,zone1,air_temperature,18.88,C,ok,emulated,1
2026-05-01T00:15:00Z,sht41-01,zone1,air_humidity,66.99,%,ok,emulated,1
2026-05-01T00:15:00Z,scd41-01,zone1,co2,635.8,ppm,ok,emulated,1
2026-05-01T00:15:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:15:00Z,teros12-01,zone1,substrate_moisture,34.25,%,ok,emulated,1
2026-05-01T00:16:00Z,sht41-01,zone1,air_temperature,19.0,C,ok,emulated,1
2026-05-01T00:16:00Z,sht41-01,zone1,air_humidity,65.61,%,ok,emulated,1
2026-05-01T00:16:00Z,scd41-01,zone1,co2,614.4,ppm,ok,emulated,1
2026-05-01T00:16:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:16:00Z,teros12-01,zone1,substrate_moisture,34.06,%,ok,emulated,1
2026-05-01T00:17:00Z,sht41-01,zone1,air_temperature,18.82,C,ok,emulated,1
2026-05-01T00:17:00Z,sht41-01,zone1,air_humidity,65.73,%,ok,emulated,1
2026-05-01T00:17:00Z,scd41-01,zone1,co2,625.5,ppm,ok,emulated,1
2026-05-01T00:17:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:17:00Z,teros12-01,zone1,substrate_moisture,33.72,%,ok,emulated,1
2026-05-01T00:18:00Z,sht41-01,zone1,air_temperature,19.06,C,ok,emulated,1
2026-05-01T00:18:00Z,sht41-01,zone1,air_humidity,65.99,%,ok,emulated,1
2026-05-01T00:18:00Z,scd41-01,zone1,co2,658.6,ppm,ok,emulated,1
2026-05-01T00:18:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:18:00Z,teros12-01,zone1,substrate_moisture,34.15,%,ok,emulated,1
2026-05-01T00:19:00Z,sht41-01,zone1,air_temperature,19.22,C,ok,emulated,1
2026-05-01T00:19:00Z,sht41-01,zone1,air_humidity,64.81,%,ok,emulated,1
2026-05-01T00:19:00Z,scd41-01,zone1,co2,639.4,ppm,ok,emulated,1
2026-05-01T00:19:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:19:00Z,teros12-01,zone1,substrate_moisture,34.24,%,ok,emulated,1
2026-05-01T00:20:00Z,sht41-01,zone1,air_temperature,18.68,C,ok,emulated,1
2026-05-01T00:20:00Z,sht41-01,zone1,air_humidity,66.12,%,ok,emulated,1
2026-05-01T00:20:00Z,scd41-01,zone1,co2,621.9,ppm,ok,emulated,1
2026-05-01T00:20:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:20:00Z,teros12-01,zone1,substrate_moisture,34.64,%,ok,emulated,1
2026-05-01T00:21:00Z,sht41-01,zone1,air_temperature,18.62,C,ok,emulated,1
2026-05-01T00:21:00Z,sht41-01,zone1,air_humidity,65.71,%,ok,emulated,1
2026-05-01T00:21:00Z,scd41-01,zone1,co2,628.9,ppm,ok,emulated,1
2026-05-01T00:21:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:21:00Z,teros12-01,zone1,substrate_moisture,34.31,%,ok,emulated,1
2026-05-01T00:22:00Z,sht41-01,zone1,air_temperature,19.0,C,ok,emulated,1
2026-05-01T00:22:00Z,sht41-01,zone1,air_humidity,66.33,%,ok,emulated,1
2026-05-01T00:22:00Z,scd41-01,zone1,co2,614.8,ppm,ok,emulated,1
2026-05-01T00:22:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:22:00Z,teros12-01,zone1,substrate_moisture,34.4,%,ok,emulated,1
2026-05-01T00:23:00Z,sht41-01,zone1,air_temperature,19.13,C,ok,emulated,1
2026-05-01T00:23:00Z,sht41-01,zone1,air_humidity,66.41,%,ok,emulated,1
2026-05-01T00:23:00Z,scd41-01,zone1,co2,629.8,ppm,ok,emulated,1
2026-05-01T00:23:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:23:00Z,teros12-01,zone1,substrate_moisture,34.69,%,ok,emulated,1
2026-05-01T00:24:00Z,sht41-01,zone1,air_temperature,18.93,C,ok,emulated,1
2026-05-01T00:24:00Z,sht41-01,zone1,air_humidity,66.34,%,ok,emulated,1
2026-05-01T00:24:00Z,scd41-01,zone1,co2,643.7,ppm,ok,emulated,1
2026-05-01T00:24:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:24:00Z,teros12-01,zone1,substrate_moisture,33.95,%,ok,emulated,1
2026-05-01T00:25:00Z,sht41-01,zone1,air_temperature,18.95,C,ok,emulated,1
2026-05-01T00:25:00Z,sht41-01,zone1,air_humidity,65.55,%,ok,emulated,1
2026-05-01T00:25:00Z,scd41-01,zone1,co2,639.1,ppm,ok,emulated,1
2026-05-01T00:25:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:25:00Z,teros12-01,zone1,substrate_moisture,34.27,%,ok,emulated,1
2026-05-01T00:26:00Z,sht41-01,zone1,air_temperature,18.87,C,ok,emulated,1
2026-05-01T00:26:00Z,sht41-01,zone1,air_humidity,64.94,%,ok,emulated,1
2026-05-01T00:26:00Z,scd41-01,zone1,co2,633.0,ppm,ok,emulated,1
2026-05-01T00:26:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:26:00Z,teros12-01,zone1,substrate_moisture,34.09,%,ok,emulated,1
2026-05-01T00:27:00Z,sht41-01,zone1,air_temperature,19.0,C,ok,emulated,1
2026-05-01T00:27:00Z,sht41-01,zone1,air_humidity,65.57,%,ok,emulated,1
2026-05-01T00:27:00Z,scd41-01,zone1,co2,632.5,ppm,ok,emulated,1
2026-05-01T00:27:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:27:00Z,teros12-01,zone1,substrate_moisture,34.39,%,ok,emulated,1
2026-05-01T00:28:00Z,sht41-01,zone1,air_temperature,18.91,C,ok,emulated,1
2026-05-01T00:28:00Z,sht41-01,zone1,air_humidity,67.56,%,ok,emulated,1
2026-05-01T00:28:00Z,scd41-01,zone1,co2,598.8,ppm,ok,emulated,1
2026-05-01T00:28:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:28:00Z,teros12-01,zone1,substrate_moisture,34.3,%,ok,emulated,1
2026-05-01T00:29:00Z,sht41-01,zone1,air_temperature,19.25,C,ok,emulated,1
2026-05-01T00:29:00Z,sht41-01,zone1,air_humidity,65.96,%,ok,emulated,1
2026-05-01T00:29:00Z,scd41-01,zone1,co2,660.6,ppm,ok,emulated,1
2026-05-01T00:29:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:29:00Z,teros12-01,zone1,substrate_moisture,33.99,%,ok,emulated,1
2026-05-01T00:30:00Z,sht41-01,zone1,air_temperature,18.79,C,ok,emulated,1
2026-05-01T00:30:00Z,sht41-01,zone1,air_humidity,66.01,%,ok,emulated,1
2026-05-01T00:30:00Z,scd41-01,zone1,co2,622.9,ppm,ok,emulated,1
2026-05-01T00:30:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:30:00Z,teros12-01,zone1,substrate_moisture,34.17,%,ok,emulated,1
2026-05-01T00:31:00Z,sht41-01,zone1,air_temperature,18.73,C,ok,emulated,1
2026-05-01T00:31:00Z,sht41-01,zone1,air_humidity,66.17,%,ok,emulated,1
2026-05-01T00:31:00Z,scd41-01,zone1,co2,674.9,ppm,ok,emulated,1
2026-05-01T00:31:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:31:00Z,teros12-01,zone1,substrate_moisture,33.88,%,ok,emulated,1
2026-05-01T00:32:00Z,sht41-01,zone1,air_temperature,19.0,C,ok,emulated,1
2026-05-01T00:32:00Z,sht41-01,zone1,air_humidity,66.45,%,ok,emulated,1
2026-05-01T00:32:00Z,scd41-01,zone1,co2,647.0,ppm,ok,emulated,1
2026-05-01T00:32:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:32:00Z,teros12-01,zone1,substrate_moisture,34.05,%,ok,emulated,1
2026-05-01T00:33:00Z,sht41-01,zone1,air_temperature,19.13,C,ok,emulated,1
2026-05-01T00:33:00Z,sht41-01,zone1,air_humidity,66.28,%,ok,emulated,1
2026-05-01T00:33:00Z,scd41-01,zone1,co2,598.5,ppm,ok,emulated,1
2026-05-01T00:33:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:33:00Z,teros12-01,zone1,substrate_moisture,34.12,%,ok,emulated,1
2026-05-01T00:34:00Z,sht41-01,zone1,air_temperature,18.69,C,ok,emulated,1
2026-05-01T00:34:00Z,sht41-01,zone1,air_humidity,65.37,%,ok,emulated,1
2026-05-01T00:34:00Z,scd41-01,zone1,co2,628.8,ppm,ok,emulated,1
2026-05-01T00:34:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:34:00Z,teros12-01,zone1,substrate_moisture,34.27,%,ok,emulated,1
2026-05-01T00:35:00Z,sht41-01,zone1,air_temperature,18.71,C,ok,emulated,1
2026-05-01T00:35:00Z,sht41-01,zone1,air_humidity,65.41,%,ok,emulated,1
2026-05-01T00:35:00Z,scd41-01,zone1,co2,611.0,ppm,ok,emulated,1
2026-05-01T00:35:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:35:00Z,teros12-01,zone1,substrate_moisture,34.32,%,ok,emulated,1
2026-05-01T00:36:00Z,sht41-01,zone1,air_temperature,18.99,C,ok,emulated,1
2026-05-01T00:36:00Z,sht41-01,zone1,air_humidity,67.02,%,ok,emulated,1
2026-05-01T00:36:00Z,scd41-01,zone1,co2,629.7,ppm,ok,emulated,1
2026-05-01T00:36:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:36:00Z,teros12-01,zone1,substrate_moisture,34.42,%,ok,emulated,1
2026-05-01T00:37:00Z,sht41-01,zone1,air_temperature,18.79,C,ok,emulated,1
2026-05-01T00:37:00Z,sht41-01,zone1,air_humidity,67.02,%,ok,emulated,1
2026-05-01T00:37:00Z,scd41-01,zone1,co2,643.8,ppm,ok,emulated,1
2026-05-01T00:37:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:37:00Z,teros12-01,zone1,substrate_moisture,34.28,%,ok,emulated,1
2026-05-01T00:38:00Z,sht41-01,zone1,air_temperature,18.88,C,ok,emulated,1
2026-05-01T00:38:00Z,sht41-01,zone1,air_humidity,67.57,%,ok,emulated,1
2026-05-01T00:38:00Z,scd41-01,zone1,co2,651.7,ppm,ok,emulated,1
2026-05-01T00:38:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:38:00Z,teros12-01,zone1,substrate_moisture,33.76,%,ok,emulated,1
2026-05-01T00:39:00Z,sht41-01,zone1,air_temperature,19.06,C,ok,emulated,1
2026-05-01T00:39:00Z,sht41-01,zone1,air_humidity,65.0,%,ok,emulated,1
2026-05-01T00:39:00Z,scd41-01,zone1,co2,595.5,ppm,ok,emulated,1
2026-05-01T00:39:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:39:00Z,teros12-01,zone1,substrate_moisture,33.62,%,ok,emulated,1
2026-05-01T00:40:00Z,sht41-01,zone1,air_temperature,18.7,C,ok,emulated,1
2026-05-01T00:40:00Z,sht41-01,zone1,air_humidity,64.52,%,ok,emulated,1
2026-05-01T00:40:00Z,scd41-01,zone1,co2,634.5,ppm,ok,emulated,1
2026-05-01T00:40:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:40:00Z,teros12-01,zone1,substrate_moisture,34.26,%,ok,emulated,1
2026-05-01T00:41:00Z,sht41-01,zone1,air_temperature,18.88,C,ok,emulated,1
2026-05-01T00:41:00Z,sht41-01,zone1,air_humidity,66.88,%,ok,emulated,1
2026-05-01T00:41:00Z,scd41-01,zone1,co2,627.7,ppm,ok,emulated,1
2026-05-01T00:41:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:41:00Z,teros12-01,zone1,substrate_moisture,33.98,%,ok,emulated,1
2026-05-01T00:42:00Z,sht41-01,zone1,air_temperature,18.53,C,ok,emulated,1
2026-05-01T00:42:00Z,sht41-01,zone1,air_humidity,66.04,%,ok,emulated,1
2026-05-01T00:42:00Z,scd41-01,zone1,co2,633.8,ppm,ok,emulated,1
2026-05-01T00:42:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:42:00Z,teros12-01,zone1,substrate_moisture,34.06,%,ok,emulated,1
2026-05-01T00:43:00Z,sht41-01,zone1,air_temperature,19.23,C,ok,emulated,1
2026-05-01T00:43:00Z,sht41-01,zone1,air_humidity,65.96,%,ok,emulated,1
2026-05-01T00:43:00Z,scd41-01,zone1,co2,622.6,ppm,ok,emulated,1
2026-05-01T00:43:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:43:00Z,teros12-01,zone1,substrate_moisture,34.0,%,ok,emulated,1
2026-05-01T00:44:00Z,sht41-01,zone1,air_temperature,18.9,C,ok,emulated,1
2026-05-01T00:44:00Z,sht41-01,zone1,air_humidity,65.97,%,ok,emulated,1
2026-05-01T00:44:00Z,scd41-01,zone1,co2,658.2,ppm,ok,emulated,1
2026-05-01T00:44:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:44:00Z,teros12-01,zone1,substrate_moisture,34.44,%,ok,emulated,1
2026-05-01T00:45:00Z,sht41-01,zone1,air_temperature,19.04,C,ok,emulated,1
2026-05-01T00:45:00Z,sht41-01,zone1,air_humidity,65.13,%,ok,emulated,1
2026-05-01T00:45:00Z,scd41-01,zone1,co2,635.4,ppm,ok,emulated,1
2026-05-01T00:45:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:45:00Z,teros12-01,zone1,substrate_moisture,34.29,%,ok,emulated,1
2026-05-01T00:46:00Z,sht41-01,zone1,air_temperature,18.92,C,ok,emulated,1
2026-05-01T00:46:00Z,sht41-01,zone1,air_humidity,66.25,%,ok,emulated,1
2026-05-01T00:46:00Z,scd41-01,zone1,co2,636.8,ppm,ok,emulated,1
2026-05-01T00:46:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:46:00Z,teros12-01,zone1,substrate_moisture,33.61,%,ok,emulated,1
2026-05-01T00:47:00Z,sht41-01,zone1,air_temperature,19.16,C,ok,emulated,1
2026-05-01T00:47:00Z,sht41-01,zone1,air_humidity,67.25,%,ok,emulated,1
2026-05-01T00:47:00Z,scd41-01,zone1,co2,658.2,ppm,ok,emulated,1
2026-05-01T00:47:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:47:00Z,teros12-01,zone1,substrate_moisture,33.61,%,ok,emulated,1
2026-05-01T00:48:00Z,sht41-01,zone1,air_temperature,18.94,C,ok,emulated,1
2026-05-01T00:48:00Z,sht41-01,zone1,air_humidity,65.59,%,ok,emulated,1
2026-05-01T00:48:00Z,scd41-01,zone1,co2,652.0,ppm,ok,emulated,1
2026-05-01T00:48:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:48:00Z,teros12-01,zone1,substrate_moisture,33.79,%,ok,emulated,1
2026-05-01T00:49:00Z,sht41-01,zone1,air_temperature,18.78,C,ok,emulated,1
2026-05-01T00:49:00Z,sht41-01,zone1,air_humidity,66.06,%,ok,emulated,1
2026-05-01T00:49:00Z,scd41-01,zone1,co2,634.7,ppm,ok,emulated,1
2026-05-01T00:49:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:49:00Z,teros12-01,zone1,substrate_moisture,34.0,%,ok,emulated,1
2026-05-01T00:50:00Z,sht41-01,zone1,air_temperature,19.07,C,ok,emulated,1
2026-05-01T00:50:00Z,sht41-01,zone1,air_humidity,65.79,%,ok,emulated,1
2026-05-01T00:50:00Z,scd41-01,zone1,co2,622.4,ppm,ok,emulated,1
2026-05-01T00:50:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:50:00Z,teros12-01,zone1,substrate_moisture,33.98,%,ok,emulated,1
2026-05-01T00:51:00Z,sht41-01,zone1,air_temperature,19.08,C,ok,emulated,1
2026-05-01T00:51:00Z,sht41-01,zone1,air_humidity,66.37,%,ok,emulated,1
2026-05-01T00:51:00Z,scd41-01,zone1,co2,630.4,ppm,ok,emulated,1
2026-05-01T00:51:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:51:00Z,teros12-01,zone1,substrate_moisture,33.96,%,ok,emulated,1
2026-05-01T00:52:00Z,sht41-01,zone1,air_temperature,18.75,C,ok,emulated,1
2026-05-01T00:52:00Z,sht41-01,zone1,air_humidity,66.5,%,ok,emulated,1
2026-05-01T00:52:00Z,scd41-01,zone1,co2,631.7,ppm,ok,emulated,1
2026-05-01T00:52:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:52:00Z,teros12-01,zone1,substrate_moisture,34.64,%,ok,emulated,1
2026-05-01T00:53:00Z,sht41-01,zone1,air_temperature,18.92,C,ok,emulated,1
2026-05-01T00:53:00Z,sht41-01,zone1,air_humidity,64.85,%,ok,emulated,1
2026-05-01T00:53:00Z,scd41-01,zone1,co2,628.8,ppm,ok,emulated,1
2026-05-01T00:53:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:53:00Z,teros12-01,zone1,substrate_moisture,34.29,%,ok,emulated,1
2026-05-01T00:54:00Z,sht41-01,zone1,air_temperature,18.79,C,ok,emulated,1
2026-05-01T00:54:00Z,sht41-01,zone1,air_humidity,67.14,%,ok,emulated,1
2026-05-01T00:54:00Z,scd41-01,zone1,co2,630.4,ppm,ok,emulated,1
2026-05-01T00:54:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:54:00Z,teros12-01,zone1,substrate_moisture,33.98,%,ok,emulated,1
2026-05-01T00:55:00Z,sht41-01,zone1,air_temperature,18.81,C,ok,emulated,1
2026-05-01T00:55:00Z,sht41-01,zone1,air_humidity,66.22,%,ok,emulated,1
2026-05-01T00:55:00Z,scd41-01,zone1,co2,644.0,ppm,ok,emulated,1
2026-05-01T00:55:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:55:00Z,teros12-01,zone1,substrate_moisture,34.42,%,ok,emulated,1
2026-05-01T00:56:00Z,sht41-01,zone1,air_temperature,18.86,C,ok,emulated,1
2026-05-01T00:56:00Z,sht41-01,zone1,air_humidity,66.72,%,ok,emulated,1
2026-05-01T00:56:00Z,scd41-01,zone1,co2,645.6,ppm,ok,emulated,1
2026-05-01T00:56:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:56:00Z,teros12-01,zone1,substrate_moisture,34.22,%,ok,emulated,1
2026-05-01T00:57:00Z,sht41-01,zone1,air_temperature,18.82,C,ok,emulated,1
2026-05-01T00:57:00Z,sht41-01,zone1,air_humidity,65.23,%,ok,emulated,1
2026-05-01T00:57:00Z,scd41-01,zone1,co2,623.8,ppm,ok,emulated,1
2026-05-01T00:57:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:57:00Z,teros12-01,zone1,substrate_moisture,34.29,%,ok,emulated,1
2026-05-01T00:58:00Z,sht41-01,zone1,air_temperature,18.97,C,ok,emulated,1
2026-05-01T00:58:00Z,sht41-01,zone1,air_humidity,65.46,%,ok,emulated,1
2026-05-01T00:58:00Z,scd41-01,zone1,co2,649.3,ppm,ok,emulated,1
2026-05-01T00:58:00Z,sq521-01,zone1,ppfd,0,umol/m2/s,ok,emulated,1
2026-05-01T00:58:00Z,teros12-01,zone1,substrate_moisture,34.4,%,ok,emulated,1
2026-05-01T00:59:00Z,sht41-01,zone1,air_temperature,19.06,C,ok,emulated,1
2026-05-01T00:59:00Z,sht41-01,zone1,air_humidity,64.81,%,ok,emulated,1
